BowlerName,RightHandedBat,Nationality,TeamCode,TeamName,Matches,CompetitionID,Innings,TeamID,BowlerID,LegalBallsBowled,TotalRunsConceded,DotBallsBowled,DotBallPercent,ScoringBallsBowled,BowlingAverage,StrikeRate,BowlingSR,BoundaryPercentage,BoundaryFrequency,EconomyRate,OversBowled,Ones,Twos,Threes,Fours,Sixes,Wides,NoBalls,Byes,LegBye,Wickets,InningsWickets,MatchRuns,MatchWickets,BBIW,BBMW,Maidens,MaidenWickets,FourWickets,FiveWickets,TenWickets,Hattricks,Year,InningsRuns,ClientPlayerID
Mitchell Santner,0.0,Overseas,CSK,Chennai Super Kings,3,107.0,3,13.0,2019-100mb00000000075-0984e17e1e4011,72.0,81,22,30.55,50.0,27.0,24.0,24.0,46.91,8.0,6.75,12.0,39.0,2.0,0.0,8,1,0.0,0.0,0.0,1.0,3,2.0,28.0,2.0,28/2,28/2,0,0.0,0,0,0.0,,2023,28.0,1903.0
David Willey,0.0,Overseas,RCB,Royal Challengers Bangalore,4,107.0,4,19.0,2019-100mb00000000090-489459ab43eb11,90.0,105,37,41.11,57.0,35.0,30.0,30.0,55.23,6.92,7.0,15.0,37.0,3.0,0.0,10,3,4.0,0.0,0.0,1.0,3,2.0,16.0,2.0,16/2,16/2,1,1.0,0,0,0.0,,2023,16.0,2758.0
Krishnappa Gowtham,1.0,Indian,LSG,Lucknow Super Giants,7,107.0,6,77.0,2019-100mb00000000179-ee3b0d4844b511,96.0,118,39,40.62,61.0,39.33,32.0,32.0,49.15,8.0,7.37,16.0,36.0,7.0,2.0,7,5,4.0,0.0,0.0,0.0,3,1.0,10.0,1.0,10/1,10/1,0,0.0,0,0,0.0,,2023,10.0,3834.0
Anukul Roy,0.0,Indian,KKR,Kolkata Knight Riders,4,107.0,3,16.0,2019-100mb00000000160-970c8ab644ac11,48.0,65,20,41.66,31.0,21.66,16.0,16.0,64.61,6.0,8.12,8.0,20.0,0.0,0.0,3,5,3.0,0.0,0.0,0.0,3,2.0,19.0,2.0,19/2,19/2,0,0.0,0,0,0.0,,2023,19.0,3774.0
Washington Sundar,0.0,Indian,SRH,Sunrisers Hyderabad,7,107.0,7,20.0,2018-100mb00000000020-9223b16ce99c11,106.0,146,35,33.01,71.0,48.66,35.33,35.33,57.53,5.88,8.26,17.4,44.0,9.0,0.0,12,6,0.0,0.0,0.0,0.0,3,3.0,28.0,3.0,28/3,28/3,0,0.0,0,0,0.0,,2023,28.0,2973.0
Josh Hazlewood,0.0,Overseas,RCB,Royal Challengers Bangalore,3,107.0,3,19.0,2018-100mb00000000036-2af54408f88a11,54.0,76,29,53.7,28.0,25.33,18.0,18.0,73.68,4.5,8.44,9.0,11.0,3.0,0.0,8,4,1.0,2.0,0.0,0.0,3,2.0,15.0,2.0,15/2,15/2,0,0.0,0,0,0.0,,2023,15.0,857.0
Nitish Rana,0.0,Indian,KKR,Kolkata Knight Riders,14,107.0,6,16.0,2019-100mb00000000148-ef59629644a811,53.0,75,18,33.96,36.0,25.0,17.66,17.66,61.33,5.3,8.49,8.5,22.0,3.0,0.0,7,3,1.0,0.0,0.0,0.0,3,2.0,17.0,2.0,17/2,17/2,0,0.0,0,0,0.0,,2023,17.0,2738.0
Yudhvir Singh,1.0,Indian,LSG,Lucknow Super Giants,3,107.0,3,77.0,2021-100mb00000000587-d15a3db891de11,48.0,70,25,52.08,25.0,23.33,16.0,16.0,80.0,3.69,8.75,8.0,10.0,1.0,0.0,11,2,2.0,0.0,0.0,3.0,3,2.0,19.0,2.0,19/2,19/2,0,0.0,0,0,0.0,,2023,19.0,10842.0
Glenn Maxwell,1.0,Overseas,RCB,Royal Challengers Bangalore,14,107.0,7,19.0,2018-100mb00000000028-acc7d0a3e99d11,62.0,94,19,30.64,45.0,31.33,20.66,20.66,61.7,5.63,9.09,10.2,30.0,2.0,0.0,4,7,2.0,0.0,0.0,1.0,3,1.0,3.0,1.0,3/1,3/1,0,0.0,0,0,0.0,,2023,3.0,282.0
Hardik Pandya,1.0,Indian,GT,Gujarat Titans,16,107.0,11,35.0,2018-100mb00000000054-e3ebefa2050a11,150.0,228,63,42.0,93.0,76.0,50.0,50.0,79.82,3.75,9.12,25.0,48.0,2.0,0.0,29,11,5.0,1.0,4.0,9.0,3,1.0,10.0,1.0,10/1,10/1,0,0.0,0,0,0.0,,2023,10.0,2740.0
Arjun Tendulkar,0.0,Indian,MI,Mumbai Indians,4,107.0,4,17.0,2021-100mb00000000585-5404221d91de11,59.0,92,26,44.06,42.0,30.66,19.66,19.66,58.69,4.91,9.35,9.5,16.0,5.0,1.0,9,3,8.0,1.0,0.0,3.0,3,1.0,9.0,1.0,9/1,9/1,0,0.0,0,0,0.0,,2023,9.0,10244.0
Hrithik Shokeen,1.0,Indian,MI,Mumbai Indians,8,107.0,8,17.0,2022-100mb00000000992-02c884cea44c11,114.0,187,39,34.21,80.0,62.33,38.0,38.0,62.03,4.75,9.84,19.0,42.0,12.0,0.0,14,10,3.0,2.0,0.0,3.0,3,2.0,34.0,2.0,34/2,34/2,0,0.0,0,0,0.0,,2023,34.0,20598.0
Asif K M,1.0,Indian,RR,Rajasthan Royals,4,107.0,4,18.0,2019-100mb00000000088-c3250f0243e911,84.0,138,28,33.33,62.0,46.0,28.0,28.0,57.97,5.25,9.85,14.0,31.0,9.0,0.0,8,8,6.0,1.0,1.0,0.0,3,2.0,42.0,2.0,42/2,42/2,0,0.0,0,0,0.0,,2023,42.0,4944.0
Sikandar Raza,1.0,Overseas,PBKS,Punjab Kings,7,107.0,6,15.0,2022-100mb00000000820-ef56fe6f762211,72.0,119,20,27.77,55.0,39.66,24.0,24.0,63.86,4.23,9.91,12.0,31.0,6.0,0.0,13,4,3.0,1.0,1.0,4.0,3,1.0,19.0,1.0,19/1,19/1,0,0.0,0,0,0.0,,2023,19.0,5603.0
Rajvardhan Hangargekar,1.0,Indian,CSK,Chennai Super Kings,2,107.0,2,13.0,202133afbb07519a11ebaadb029cfd5,36.0,60,14,38.88,29.0,20.0,12.0,12.0,60.0,4.5,10.0,6.0,11.0,3.0,0.0,6,2,6.0,1.0,0.0,0.0,3,3.0,36.0,3.0,36/3,36/3,0,0.0,0,0,0.0,,2023,36.0,20571.0
Mohsin Khan,0.0,Indian,LSG,Lucknow Super Giants,5,107.0,4,77.0,2020-100mb00000000541-c84d8371639b11,60.0,107,23,38.33,41.0,35.66,20.0,20.0,76.63,3.52,10.7,10.0,17.0,4.0,0.0,10,7,4.0,0.0,4.0,0.0,3,1.0,24.0,1.0,24/1,24/1,0,0.0,0,0,0.0,,2023,24.0,4952.0
Chris Jordan,1.0,Overseas,MI,Mumbai Indians,6,107.0,6,17.0,2020-100mb00000000519-a0440d96638711,132.0,237,44,33.33,96.0,79.0,44.0,44.0,70.04,3.77,10.77,22.0,44.0,9.0,0.0,22,13,8.0,0.0,0.0,4.0,3,1.0,7.0,1.0,7/1,7/1,1,0.0,0,0,0.0,,2023,7.0,1299.0
Chetan Sakariya,0.0,Indian,DC,Delhi Capitals,2,107.0,2,14.0,2021-100mb00000000592-49eb3f9a91e311,48.0,89,17,35.41,38.0,29.66,16.0,16.0,67.41,4.0,11.12,8.0,18.0,2.0,0.0,6,6,6.0,1.0,0.0,0.0,3,2.0,53.0,2.0,53/2,53/2,0,0.0,0,0,0.0,,2023,53.0,11062.0
Navdeep Saini,1.0,Indian,RR,Rajasthan Royals,2,107.0,2,18.0,2019-100mb00000000207-672d82e544bb11,36.0,74,12,33.33,28.0,24.66,12.0,12.0,72.97,3.0,12.33,6.0,14.0,1.0,0.0,9,3,1.0,3.0,0.0,1.0,3,3.0,40.0,3.0,40/3,40/3,0,0.0,0,0,0.0,,2023,40.0,3824.0
Adil Rashid,1.0,Indian,SRH,Sunrisers Hyderabad,2,107.0,2,20.0,2019-100mb00000000311-daebf48c7aee11,42.0,56,14,33.33,28.0,28.0,21.0,21.0,53.57,7.0,8.0,7.0,18.0,4.0,0.0,3,3,0.0,0.0,0.0,0.0,2,2.0,23.0,2.0,23/2,23/2,0,0.0,0,0,0.0,,2023,23.0,796.0
Lalit Yadav,1.0,Indian,DC,Delhi Capitals,6,107.0,4,14.0,2020-100mb00000000538-c16259a1639a11,78.0,118,24,30.76,58.0,59.0,39.0,39.0,61.01,5.57,9.07,13.0,38.0,2.0,0.0,6,8,4.0,0.0,0.0,2.0,2,1.0,29.0,1.0,29/1,29/1,0,0.0,0,0,0.0,,2023,29.0,6870.0
Jofra Archer,1.0,Overseas,MI,Mumbai Indians,5,107.0,5,17.0,2019-100mb00000000181-80151ce844b611,120.0,190,49,40.83,80.0,95.0,60.0,60.0,70.52,4.28,9.5,20.0,41.0,7.0,0.0,17,11,7.0,2.0,0.0,12.0,2,1.0,35.0,1.0,35/1,35/1,0,0.0,0,0,0.0,,2023,35.0,3502.0
Kuldip Yadav,0.0,Indian,RR,Rajasthan Royals,2,107.0,2,18.0,2021-100mb00000000593-85bf633791e311,42.0,68,9,21.42,33.0,34.0,21.0,21.0,52.94,6.0,9.71,7.0,20.0,6.0,0.0,3,4,0.0,0.0,0.0,0.0,2,1.0,18.0,1.0,18/1,18/1,0,0.0,0,0,0.0,,2023,18.0,12480.0
Abhishek Sharma,0.0,Indian,SRH,Sunrisers Hyderabad,11,107.0,5,20.0,2019-100mb00000000212-9df3a24d44bc11,72.0,124,23,31.94,52.0,62.0,36.0,36.0,69.35,4.23,10.33,12.0,29.0,3.0,0.0,8,9,3.0,0.0,2.0,1.0,2,1.0,26.0,1.0,26/1,26/1,0,0.0,0,0,0.0,,2023,26.0,3760.0
Yash Dayal,1.0,Indian,GT,Gujarat Titans,5,107.0,5,35.0,2022-100mb00000000978-bc824605a44611,84.0,165,24,28.57,64.0,82.5,42.0,42.0,72.72,3.5,11.78,14.0,31.0,5.0,0.0,12,12,4.0,0.0,0.0,0.0,2,1.0,31.0,1.0,31/1,31/1,0,0.0,0,0,0.0,,2023,31.0,20591.0
Tim Southee,1.0,Overseas,KKR,Kolkata Knight Riders,2,107.0,2,16.0,2019-100mb00000000077-20befda21e4011,36.0,79,12,33.33,24.0,39.5,18.0,18.0,78.48,2.76,13.16,6.0,6.0,4.0,1.0,8,5,0.0,0.0,0.0,0.0,2,2.0,54.0,2.0,54/2,54/2,0,0.0,0,0,0.0,,2023,54.0,307.0
Liam Livingstone,1.0,Overseas,PBKS,Punjab Kings,9,107.0,5,15.0,2019-100mb00000000183-f4a991db44b611,42.0,94,5,11.9,37.0,47.0,21.0,21.0,76.59,2.47,13.42,7.0,18.0,2.0,0.0,15,2,0.0,0.0,0.0,0.0,2,1.0,19.0,1.0,19/1,19/1,0,0.0,0,0,0.0,,2023,19.0,3644.0
Kulwant Khejroliya,0.0,Indian,KKR,Kolkata Knight Riders,2,107.0,2,16.0,2019-100mb00000000204-8361537344ba11,26.0,64,7,26.92,21.0,32.0,13.0,13.0,68.75,2.88,14.76,4.2,4.0,7.0,0.0,5,4,0.0,2.0,0.0,0.0,2,2.0,44.0,2.0,44/2,44/2,0,0.0,0,0,0.0,,2023,44.0,3835.0
Praveen Dubey,1.0,Indian,DC,Delhi Capitals,1,107.0,1,14.0,2020-100mb00000000548-8aced9f7121111,18.0,19,8,44.44,11.0,19.0,18.0,18.0,52.63,9.0,6.33,3.0,8.0,0.0,0.0,1,1,1.0,0.0,0.0,0.0,1,1.0,19.0,1.0,19/1,19/1,0,0.0,0,0,0.0,,2023,19.0,3188.0
Glenn Phillips,1.0,Overseas,SRH,Sunrisers Hyderabad,5,107.0,2,20.0,2021-100mb00000000635-1bc73589160111,18.0,20,6,33.33,12.0,20.0,18.0,18.0,40.0,9.0,6.66,3.0,8.0,2.0,0.0,2,0,0.0,0.0,0.0,0.0,1,1.0,10.0,1.0,10/1,10/1,0,0.0,0,0,0.0,,2023,10.0,3027.0
Tristan Stubbs,1.0,Overseas,MI,Mumbai Indians,2,107.0,1,17.0,2022-100mb00000001017-3e376712cc7911,12.0,14,3,25.0,9.0,14.0,12.0,12.0,42.85,12.0,7.0,2.0,8.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,1,1.0,14.0,1.0,14/1,14/1,0,0.0,0,0,0.0,,2023,14.0,20631.0
Reece Topley,1.0,Overseas,RCB,Royal Challengers Bangalore,1,107.0,1,19.0,2021-100mb00000000574-27073d6f802311,12.0,14,7,58.33,5.0,14.0,12.0,12.0,85.71,4.0,7.0,2.0,2.0,0.0,0.0,3,0,0.0,0.0,0.0,0.0,1,1.0,14.0,1.0,14/1,14/1,0,0.0,0,0,0.0,,2023,14.0,5607.0
Mayank Dagar,1.0,Indian,SRH,Sunrisers Hyderabad,3,107.0,3,20.0,2022-100mb00000001547-613ed5ea54ee11,66.0,83,22,33.33,44.0,83.0,66.0,66.0,55.42,6.6,7.54,11.0,31.0,3.0,0.0,7,3,0.0,0.0,0.0,0.0,1,1.0,37.0,1.0,37/1,37/1,0,0.0,0,0,0.0,,2023,37.0,2968.0
Sisanda Magala,1.0,Overseas,CSK,Chennai Super Kings,2,107.0,2,13.0,2021-100mb00000000745-4375add8648611,36.0,51,6,16.66,31.0,51.0,36.0,36.0,39.21,7.2,8.5,6.0,20.0,5.0,0.0,5,0,1.0,0.0,0.0,1.0,1,1.0,37.0,1.0,37/1,37/1,0,0.0,0,0,0.0,,2023,37.0,745.0
Rishi Dhawan,1.0,Indian,PBKS,Punjab Kings,6,107.0,4,15.0,2022-100mb00000000996-0dad4bfba44d11,42.0,60,20,47.61,22.0,60.0,42.0,42.0,83.33,3.81,8.57,7.0,11.0,0.0,1.0,8,3,0.0,0.0,4.0,0.0,1,1.0,20.0,1.0,20/1,20/1,0,0.0,0,0,0.0,,2023,20.0,1088.0
Aiden Markram,1.0,Overseas,SRH,Sunrisers Hyderabad,13,107.0,6,20.0,2019-100mb00000000287-ca1a6bb17ae311,49.0,70,12,24.48,37.0,70.0,49.0,49.0,54.28,5.44,8.57,8.1,24.0,4.0,0.0,8,1,0.0,0.0,0.0,1.0,1,1.0,24.0,1.0,24/1,24/1,0,0.0,0,0,0.0,,2023,24.0,1667.0
Rovman Powell,1.0,Overseas,DC,Delhi Capitals,3,107.0,1,14.0,2019-100mb00000000329-bee19eaeb1e711,12.0,18,4,33.33,10.0,18.0,12.0,12.0,55.55,6.0,9.0,2.0,6.0,0.0,0.0,1,1,1.0,1.0,0.0,0.0,1,1.0,18.0,1.0,18/1,18/1,0,0.0,0,0,0.0,,2023,18.0,3333.0
Umesh Yadav,1.0,Indian,KKR,Kolkata Knight Riders,8,107.0,8,16.0,2018-100mb00000000021-a294dad8e99c11,114.0,189,42,36.84,74.0,189.0,114.0,114.0,73.01,3.93,9.94,19.0,37.0,6.0,0.0,18,11,2.0,0.0,0.0,1.0,1,1.0,27.0,1.0,27/1,27/1,0,0.0,0,0,0.0,,2023,27.0,59.0
Akeal Hosein,0.0,Overseas,SRH,Sunrisers Hyderabad,1,107.0,1,20.0,2021-100mb00000000722-c2b14507340811,24.0,40,6,25.0,18.0,40.0,24.0,24.0,70.0,4.0,10.0,4.0,12.0,0.0,0.0,4,2,0.0,0.0,0.0,1.0,1,1.0,40.0,1.0,40/1,40/1,0,0.0,0,0,0.0,,2023,40.0,5608.0
Darshan Nalkande,1.0,Indian,GT,Gujarat Titans,1,107.0,1,35.0,2019-100mb00000000127-b2131830449911,24.0,44,9,37.5,16.0,44.0,24.0,24.0,63.63,4.0,11.0,4.0,5.0,2.0,2.0,4,2,0.0,1.0,0.0,1.0,1,1.0,44.0,1.0,44/1,44/1,0,0.0,0,0,0.0,,2023,44.0,4447.0
Mustafizur Rahman,0.0,Overseas,DC,Delhi Capitals,2,107.0,2,14.0,2019-100mb00000000258-e46e7f697acb11,42.0,79,13,30.95,29.0,79.0,42.0,42.0,81.01,3.0,11.28,7.0,15.0,0.0,0.0,10,4,0.0,0.0,0.0,0.0,1,1.0,38.0,1.0,38/1,38/1,0,0.0,0,0,0.0,,2023,38.0,1594.0
Akash Deep,1.0,Indian,RCB,Royal Challengers Bangalore,2,107.0,2,19.0,2022-100mb00000001007-1363a306a45011,30.0,59,11,36.66,22.0,59.0,30.0,30.0,74.57,3.33,11.8,5.0,10.0,3.0,0.0,5,4,1.0,2.0,0.0,4.0,1,1.0,29.0,1.0,29/1,29/1,0,0.0,0,0,0.0,,2023,29.0,14800.0
Lockie Ferguson,1.0,Overseas,KKR,Kolkata Knight Riders,3,107.0,3,16.0,2019-100mb00000000069-7aeb5c411e3711,46.0,96,16,34.78,34.0,96.0,46.0,46.0,72.91,3.06,12.52,7.4,15.0,2.0,1.0,10,5,2.0,2.0,0.0,2.0,1,1.0,19.0,1.0,19/1,19/1,0,0.0,0,0,0.0,,2023,19.0,3729.0
Duan Jansen,1.0,Overseas,MI,Mumbai Indians,1,107.0,1,17.0,2022-100mb00000001227-bb965d41040c11,24.0,53,6,25.0,22.0,53.0,24.0,24.0,67.92,3.42,13.25,4.0,9.0,2.0,0.0,3,4,4.0,0.0,0.0,0.0,1,1.0,53.0,1.0,53/1,53/1,0,0.0,0,0,0.0,,2023,53.0,5647.0
Shahbaz Ahmed,0.0,Indian,RCB,Royal Challengers Bangalore,10,107.0,5,19.0,2020-100mb00000000523-53bc4c09638b11,42.0,95,9,21.42,33.0,95.0,42.0,42.0,75.78,3.0,13.57,7.0,16.0,2.0,1.0,6,8,0.0,0.0,0.0,0.0,1,1.0,38.0,1.0,38/1,38/1,0,0.0,0,0,0.0,,2023,38.0,13803.0
Kartik Tyagi,1.0,Indian,SRH,Sunrisers Hyderabad,3,107.0,3,20.0,2020-100mb00000000536-d64753d7639911,37.0,92,10,27.02,34.0,92.0,37.0,37.0,76.08,2.31,14.91,6.1,11.0,2.0,0.0,13,3,3.0,4.0,0.0,0.0,1,1.0,30.0,1.0,30/1,30/1,0,0.0,0,0,0.0,,2023,30.0,10059.0
Harshal Patel,1.0,Indian,PBKS,Punjab Kings,14,148.0,14,15.0,2019-100mb00000000114-8c98068c449611,294.0,477,85,28.91,232.0,19.87,12.25,12.25,58.7,4.81,9.73,49.0,126.0,23.0,2.0,43,18,21.0,2.0,2.0,6.0,24,3.0,15.0,3.0,15/3,15/3,0,0.0,0,0,0.0,,2024,15.0,157.0
Varun Chakaravarthy,1.0,Indian,KKR,Kolkata Knight Riders,15,148.0,14,16.0,2019-100mb00000000140-a41b85f2449d11,300.0,402,125,41.66,183.0,19.14,14.28,14.28,62.68,6.0,8.04,50.0,109.0,18.0,0.0,24,26,7.0,2.0,5.0,4.0,21,3.0,16.0,3.0,16/3,16/3,0,0.0,0,0,0.0,,2024,16.0,5432.0
Jasprit Bumrah,1.0,Indian,MI,Mumbai Indians,13,148.0,13,17.0,2018-100mb00000000009-92bfdfe9e99b11,311.0,336,149,47.9,179.0,16.8,15.55,15.55,53.57,7.77,6.48,51.5,113.0,13.0,0.0,30,10,13.0,4.0,1.0,4.0,20,5.0,21.0,5.0,21/5,21/5,0,0.0,0,1,0.0,,2024,21.0,1124.0
T Natarajan,0.0,Indian,SRH,Sunrisers Hyderabad,14,148.0,14,20.0,2019-100mb00000000224-85b4cb8c44c011,308.0,465,112,36.36,220.0,24.47,16.21,16.21,62.36,4.81,9.05,51.2,113.0,19.0,0.0,47,17,24.0,0.0,1.0,3.0,19,4.0,19.0,4.0,19/4,19/4,1,1.0,1,0,0.0,,2024,19.0,3831.0
Harshit Rana,1.0,Indian,KKR,Kolkata Knight Riders,13,148.0,11,16.0,2022-100mb00000001013-30676520bcc011,253.0,383,95,37.54,169.0,20.15,13.31,13.31,65.79,4.86,9.08,42.1,92.0,14.0,0.0,30,22,11.0,0.0,0.0,2.0,19,3.0,24.0,3.0,24/3,24/3,1,1.0,0,0,0.0,,2024,24.0,20626.0
Avesh Khan,1.0,Indian,RR,Rajasthan Royals,16,148.0,15,18.0,2019-100mb00000000109-5cc123ab449411,329.0,526,101,30.69,245.0,27.68,17.31,17.31,62.73,4.63,9.59,54.5,137.0,21.0,1.0,48,23,16.0,1.0,4.0,3.0,19,3.0,27.0,3.0,27/3,27/3,0,0.0,0,0,0.0,,2024,27.0,1561.0
Arshdeep Singh,0.0,Indian,PBKS,Punjab Kings,14,148.0,14,15.0,2019-100mb00000000125-2485f88b449911,302.0,505,114,37.74,212.0,26.57,15.89,15.89,69.3,3.92,10.03,50.2,90.0,21.0,1.0,56,21,24.0,0.0,1.0,8.0,19,4.0,29.0,4.0,29/4,29/4,0,0.0,1,0,0.0,,2024,29.0,4698.0
Andre Russell,1.0,Overseas,KKR,Kolkata Knight Riders,15,148.0,14,16.0,2019-100mb00000000141-e67c41d144a711,176.0,295,68,38.63,120.0,15.52,9.26,9.26,67.79,4.4,10.05,29.2,54.0,13.0,1.0,20,20,12.0,0.0,1.0,8.0,19,3.0,19.0,3.0,19/3,19/3,0,0.0,0,0,0.0,,2024,19.0,177.0
Pat Cummins,1.0,Overseas,SRH,Sunrisers Hyderabad,16,148.0,16,20.0,2018-100mb00000000033-d93110bbf88911,366.0,566,125,34.15,250.0,31.44,20.33,20.33,66.78,4.4,9.27,61.0,136.0,23.0,0.0,60,23,9.0,0.0,1.0,4.0,18,3.0,43.0,3.0,43/3,43/3,1,1.0,0,0,0.0,,2024,43.0,488.0
Yuzvendra Chahal,1.0,Indian,RR,Rajasthan Royals,15,148.0,15,18.0,2018-100mb00000000010-b76159ade99b11,348.0,546,100,28.73,262.0,30.33,19.33,19.33,58.6,5.35,9.41,58.0,155.0,28.0,0.0,35,30,13.0,1.0,0.0,2.0,18,3.0,11.0,3.0,11/3,11/3,0,0.0,0,0,0.0,,2024,11.0,111.0
Sunil Narine,0.0,Overseas,KKR,Kolkata Knight Riders,15,148.0,14,16.0,2019-100mb00000000156-a6b6f42c44aa11,330.0,368,127,38.48,207.0,21.64,19.41,19.41,47.28,9.42,6.69,55.0,145.0,24.0,0.0,18,17,4.0,0.0,5.0,3.0,17,2.0,22.0,2.0,22/2,22/2,0,0.0,0,0,0.0,,2024,22.0,203.0
Tushar Deshpande,0.0,Indian,CSK,Chennai Super Kings,13,148.0,13,13.0,2020-100mb00000000539-04833b65639b11,288.0,424,118,40.97,192.0,24.94,16.94,16.94,64.15,4.96,8.83,48.0,95.0,19.0,0.0,38,20,20.0,2.0,3.0,8.0,17,4.0,27.0,4.0,27/4,27/4,0,0.0,1,0,0.0,,2024,27.0,3257.0
Khaleel Ahmed,1.0,Indian,DC,Delhi Capitals,14,148.0,14,14.0,2018-100mb00000000008-787fc4ece99b11,300.0,479,130,43.33,194.0,28.17,17.64,17.64,71.39,4.05,9.58,50.0,82.0,15.0,1.0,51,23,23.0,1.0,6.0,8.0,17,2.0,21.0,2.0,21/2,21/2,2,1.0,0,0,0.0,,2024,21.0,2964.0
Mukesh Kumar,1.0,Indian,DC,Delhi Capitals,10,148.0,10,14.0,2022-100mb00000001462-cbc59298427c11,213.0,368,72,33.8,151.0,21.64,12.52,12.52,73.36,3.49,10.36,35.3,68.0,14.0,0.0,48,13,7.0,3.0,1.0,10.0,17,3.0,14.0,3.0,14/3,14/3,0,0.0,0,0,0.0,,2024,14.0,5622.0
Mitchell Starc,0.0,Overseas,KKR,Kolkata Knight Riders,14,148.0,13,16.0,2018-100mb00000000031-b334eaf6f08611,251.0,444,105,41.83,162.0,26.11,14.76,14.76,77.02,3.39,10.61,41.5,64.0,12.0,0.0,51,23,16.0,0.0,0.0,6.0,17,4.0,33.0,4.0,33/4,33/4,0,0.0,1,0,0.0,,2024,33.0,490.0
Trent Boult,1.0,Overseas,RR,Rajasthan Royals,16,148.0,15,18.0,2019-100mb00000000066-573f78a31e3711,320.0,443,137,42.81,196.0,27.68,20.0,20.0,65.91,4.84,8.3,53.2,99.0,19.0,0.0,52,14,13.0,0.0,1.0,4.0,16,3.0,22.0,3.0,22/3,22/3,0,0.0,0,0,0.0,,2024,22.0,969.0
Kuldeep Yadav,0.0,Indian,DC,Delhi Capitals,11,148.0,11,14.0,2018-100mb00000000014-227bc550e99c11,258.0,374,82,31.78,185.0,23.37,16.12,16.12,55.61,6.61,8.69,43.0,117.0,20.0,0.0,13,26,8.0,1.0,0.0,2.0,16,4.0,55.0,4.0,55/4,55/4,0,0.0,1,0,0.0,,2024,55.0,261.0
Sam Curran,0.0,Overseas,PBKS,Punjab Kings,13,148.0,13,15.0,2019-100mb00000000138-5bd8fcf6449d11,246.0,416,84,34.14,170.0,26.0,15.37,15.37,71.15,3.84,10.14,41.0,84.0,16.0,0.0,44,20,7.0,1.0,1.0,5.0,16,3.0,28.0,3.0,28/3,28/3,0,0.0,0,0,0.0,,2024,28.0,2939.0
Yash Dayal,1.0,Indian,RCB,Royal Challengers Bengaluru,14,148.0,14,19.0,2022-100mb00000000978-bc824605a44611,301.0,459,122,40.53,199.0,30.6,20.06,20.06,67.1,4.3,9.14,50.1,90.0,21.0,2.0,56,14,18.0,3.0,4.0,9.0,15,3.0,20.0,3.0,20/3,20/3,0,0.0,0,0,0.0,,2024,20.0,20591.0
Mohammed Siraj,1.0,Indian,RCB,Royal Challengers Bengaluru,14,148.0,14,19.0,2019-100mb00000000063-d9aa7a01187311,324.0,496,129,39.81,221.0,33.06,21.6,21.6,66.93,4.56,9.18,54.0,110.0,14.0,1.0,47,24,26.0,0.0,5.0,6.0,15,3.0,43.0,3.0,43/3,43/3,0,0.0,0,0,0.0,,2024,43.0,3840.0
Mustafizur Rahman,0.0,Overseas,CSK,Chennai Super Kings,9,148.0,9,13.0,2019-100mb00000000258-e46e7f697acb11,206.0,318,81,39.32,143.0,22.71,14.71,14.71,65.4,4.38,9.26,34.2,71.0,10.0,0.0,37,10,15.0,4.0,3.0,3.0,14,4.0,29.0,4.0,29/4,29/4,1,0.0,1,0,0.0,,2024,29.0,1594.0
Naveen-Ul-Haq,1.0,Overseas,LSG,Lucknow Super Giants,10,148.0,10,77.0,2021-100mb00000000639-cf9c67ec2fe411,219.0,372,72,32.87,160.0,26.57,15.64,15.64,65.05,4.13,10.19,36.3,75.0,21.0,0.0,38,15,10.0,3.0,0.0,3.0,14,3.0,49.0,3.0,49/3,49/3,0,0.0,0,0,0.0,,2024,49.0,5681.0
Matheesha Pathirana,1.0,Overseas,CSK,Chennai Super Kings,6,148.0,6,13.0,2022-100mb00000001014-1f0cfb3dc17911,132.0,169,54,40.9,91.0,13.0,10.15,10.15,50.88,6.94,7.68,22.0,50.0,9.0,0.0,14,5,13.0,0.0,1.0,5.0,13,4.0,28.0,4.0,28/4,28/4,0,0.0,1,0,0.0,,2024,28.0,20627.0
Sandeep Sharma,1.0,Indian,RR,Rajasthan Royals,11,148.0,10,18.0,2019-100mb00000000220-18a6ceb644c011,228.0,311,75,32.89,161.0,23.92,17.53,17.53,55.94,5.84,8.18,38.0,99.0,15.0,0.0,30,9,8.0,0.0,1.0,2.0,13,5.0,18.0,5.0,18/5,18/5,0,0.0,0,1,0.0,,2024,18.0,1112.0
Piyush Chawla,0.0,Indian,MI,Mumbai Indians,11,148.0,11,17.0,2019-100mb00000000149-10d5663944a911,210.0,312,65,30.95,150.0,24.0,16.15,16.15,58.33,6.0,8.91,35.0,98.0,12.0,1.0,14,21,5.0,0.0,0.0,0.0,13,3.0,29.0,3.0,29/3,29/3,0,0.0,0,0,0.0,,2024,29.0,76.0
Gerald Coetzee,1.0,Overseas,MI,Mumbai Indians,10,148.0,10,17.0,2023-100mb00000002535-239c770f61da11,201.0,341,81,40.29,135.0,26.23,15.46,15.46,73.31,3.72,10.17,33.3,56.0,14.0,0.0,37,17,14.0,1.0,4.0,12.0,13,4.0,34.0,4.0,34/4,34/4,0,0.0,1,0,0.0,,2024,34.0,20686.0
